"mid","mname","gid","gname","score"
123,"hsa-miR-122-5p",2629,"CDK2AP2",1
123,"hsa-miR-122-5p",2643,"CDKL1",1
123,"hsa-miR-122-5p",2654,"CDKN2B",1
123,"hsa-miR-122-5p",2660,"CDON",1
123,"hsa-miR-122-5p",2707,"CELF3",1
123,"hsa-miR-122-5p",2728,"CENPM",1
123,"hsa-miR-122-5p",2890,"CHDH",1
123,"hsa-miR-122-5p",2955,"CHST1",1
123,"hsa-miR-122-5p",2957,"CHST11",1
123,"hsa-miR-122-5p",3030,"CLCC1",1
123,"hsa-miR-122-5p",3190,"CNKSR3",1
123,"hsa-miR-122-5p",3252,"COG4",1
123,"hsa-miR-122-5p",3262,"COL13A1",1
123,"hsa-miR-122-5p",3297,"COL8A1",1
123,"hsa-miR-122-5p",3306,"COLGALT2",1
123,"hsa-miR-122-5p",3348,"COQ7",1
123,"hsa-miR-122-5p",3427,"CPPED1",1
123,"hsa-miR-122-5p",3476,"CREG2",1
123,"hsa-miR-122-5p",3514,"CRX",1
123,"hsa-miR-122-5p",3525,"CRYBG1",1
123,"hsa-miR-122-5p",3569,"CSNK1G1",1
123,"hsa-miR-122-5p",3590,"CST4",1
123,"hsa-miR-122-5p",3601,"CSTF2T",1
123,"hsa-miR-122-5p",3675,"CTSE",1
123,"hsa-miR-122-5p",3776,"CYLC2",1
123,"hsa-miR-122-5p",3831,"CYP7B1",1
123,"hsa-miR-122-5p",3890,"DBNDD2",1
123,"hsa-miR-122-5p",3936,"DCP1A",1
123,"hsa-miR-122-5p",3938,"DCP2",1
123,"hsa-miR-122-5p",4012,"DDX54",1
123,"hsa-miR-122-5p",4063,"DELE1",1
123,"hsa-miR-122-5p",4104,"DGAT2L6",1
123,"hsa-miR-122-5p",4181,"DIS3",1
123,"hsa-miR-122-5p",4266,"DNAH9",1
123,"hsa-miR-122-5p",4299,"DNAJC24",1
123,"hsa-miR-122-5p",4314,"DNAL1",1
123,"hsa-miR-122-5p",4360,"DOK6",1
123,"hsa-miR-122-5p",4415,"DRAXIN",1
123,"hsa-miR-122-5p",4440,"DSG3",1
123,"hsa-miR-122-5p",4455,"DTWD1",1
123,"hsa-miR-122-5p",4456,"DTWD2",1
123,"hsa-miR-122-5p",4468,"DUS2",1
123,"hsa-miR-122-5p",4480,"DUSP19",1
123,"hsa-miR-122-5p",4510,"DYNC1LI2",1
123,"hsa-miR-122-5p",4519,"DYRK1A",1
123,"hsa-miR-122-5p",4551,"EBNA1BP2",1
123,"hsa-miR-122-5p",4615,"EFCAB2",1
123,"hsa-miR-122-5p",4647,"EGFR",1
123,"hsa-miR-122-5p",4714,"EIF4EBP3",1
123,"hsa-miR-122-5p",4750,"ELMOD1",1
123,"hsa-miR-122-5p",4789,"EMILIN2",1
123,"hsa-miR-122-5p",4869,"EPHA5",1
123,"hsa-miR-122-5p",4884,"EPN1",1
123,"hsa-miR-122-5p",4950,"ERN1",1
123,"hsa-miR-122-5p",4968,"ESF1",1
123,"hsa-miR-122-5p",4973,"ESR1",1
123,"hsa-miR-122-5p",4976,"ESRP2",1
123,"hsa-miR-122-5p",4983,"ESYT2",1
123,"hsa-miR-122-5p",5030,"EXOC3",1
123,"hsa-miR-122-5p",5047,"EXOSC6",1
123,"hsa-miR-122-5p",5135,"FAM131B",1
123,"hsa-miR-122-5p",5153,"FAM161B",1
123,"hsa-miR-122-5p",5160,"FAM168A",1
123,"hsa-miR-122-5p",5180,"FAM184B",1
123,"hsa-miR-122-5p",5223,"FAM241A",1
123,"hsa-miR-122-5p",5298,"FARSB",1
123,"hsa-miR-122-5p",5309,"FAT3",1
123,"hsa-miR-122-5p",5332,"FBXL13",1
123,"hsa-miR-122-5p",5387,"FBXW2",1
123,"hsa-miR-122-5p",5411,"FCN1",1
123,"hsa-miR-122-5p",5457,"FGD4",1
123,"hsa-miR-122-5p",5571,"FMO2",1
123,"hsa-miR-122-5p",5593,"FNDC9",1
123,"hsa-miR-122-5p",5594,"FNIP1",1
123,"hsa-miR-122-5p",5688,"FRRS1",1
123,"hsa-miR-122-5p",5762,"FZD4",1
123,"hsa-miR-122-5p",5775,"G6PD",1
123,"hsa-miR-122-5p",5804,"GABRQ",1
123,"hsa-miR-122-5p",5806,"GABRR2",1
123,"hsa-miR-122-5p",5922,"GCGR",1
123,"hsa-miR-122-5p",5936,"GCNT4",1
123,"hsa-miR-122-5p",5938,"GCOM1",1
123,"hsa-miR-122-5p",5959,"GDNF",1
123,"hsa-miR-122-5p",5965,"GDPGP1",1
123,"hsa-miR-122-5p",6049,"GJA5",1
123,"hsa-miR-122-5p",6061,"GJC3",1
123,"hsa-miR-122-5p",6108,"GLS",1
123,"hsa-miR-122-5p",6142,"GNA11",1
123,"hsa-miR-122-5p",6172,"GNG4",1
123,"hsa-miR-122-5p",6188,"GNPTG",1
123,"hsa-miR-122-5p",6192,"GNS",1
123,"hsa-miR-122-5p",6229,"GOLPH3L",1
123,"hsa-miR-122-5p",6251,"GPALPP1",1
123,"hsa-miR-122-5p",6283,"GPKOW",1
123,"hsa-miR-122-5p",6341,"GPR35",1
123,"hsa-miR-122-5p",6450,"GRN",1
123,"hsa-miR-122-5p",6469,"GSG1L",1
123,"hsa-miR-122-5p",6484,"GSTK1",1
123,"hsa-miR-122-5p",6491,"GSTO2",1
123,"hsa-miR-122-5p",6656,"HAAO",1
123,"hsa-miR-122-5p",6697,"HAVCR1",1
123,"hsa-miR-122-5p",6820,"HHIPL1",1
123,"hsa-miR-122-5p",6839,"HINFP",1
123,"hsa-miR-122-5p",6840,"HINT1",1
123,"hsa-miR-122-5p",6846,"HIPK2",1
123,"hsa-miR-122-5p",6883,"HM13",1
123,"hsa-miR-122-5p",6990,"HOXD11",1
123,"hsa-miR-122-5p",6998,"HP1BP3",1
123,"hsa-miR-122-5p",7051,"HSD17B12",1
123,"hsa-miR-122-5p",7063,"HSDL1",1
123,"hsa-miR-122-5p",7079,"HSP90B1",1
123,"hsa-miR-122-5p",7176,"IDH3A",1
123,"hsa-miR-122-5p",7225,"IFNAR1",1
123,"hsa-miR-122-5p",7241,"IFT140",1
123,"hsa-miR-122-5p",7257,"IGF1",1
123,"hsa-miR-122-5p",7260,"IGF2BP1",1
123,"hsa-miR-122-5p",7302,"IKZF1",1
123,"hsa-miR-122-5p",7327,"IL17RA",1
123,"hsa-miR-122-5p",7374,"IL36B",1
123,"hsa-miR-122-5p",7385,"IL6R",1
123,"hsa-miR-122-5p",7388,"IL7R",1
123,"hsa-miR-122-5p",7397,"ILRUN",1
123,"hsa-miR-122-5p",7403,"IMP4",1
123,"hsa-miR-122-5p",7435,"INO80D",1
123,"hsa-miR-122-5p",7489,"IPO5",1
123,"hsa-miR-122-5p",7527,"IRF1",1
123,"hsa-miR-122-5p",7540,"IRGQ",1
123,"hsa-miR-122-5p",7541,"IRS1",1
123,"hsa-miR-122-5p",7564,"IST1",1
123,"hsa-miR-122-5p",7600,"ITGB8",1
123,"hsa-miR-122-5p",7624,"ITPRIP",1
123,"hsa-miR-122-5p",7626,"ITPRIPL2",1
123,"hsa-miR-122-5p",7710,"KBTBD12",1
123,"hsa-miR-122-5p",7739,"KCNE1",1
123,"hsa-miR-122-5p",7742,"KCNE4",1
123,"hsa-miR-122-5p",7744,"KCNF1",1
123,"hsa-miR-122-5p",7892,"KIAA1614",1
123,"hsa-miR-122-5p",7909,"KIF18B",1
123,"hsa-miR-122-5p",7991,"KLHDC9",1
123,"hsa-miR-122-5p",8006,"KLHL24",1
123,"hsa-miR-122-5p",8008,"KLHL26",1
123,"hsa-miR-122-5p",8012,"KLHL30",1
123,"hsa-miR-122-5p",8092,"KRR1",1
123,"hsa-miR-122-5p",8201,"KRTAP3-2",1
123,"hsa-miR-122-5p",8205,"KRTAP4-2",1
123,"hsa-miR-122-5p",8236,"KSR1",1
123,"hsa-miR-122-5p",8257,"LAD1",1
123,"hsa-miR-122-5p",8296,"LARP4B",1
123,"hsa-miR-122-5p",8314,"LBX1",1
123,"hsa-miR-122-5p",8320,"LCE1B",1
123,"hsa-miR-122-5p",8368,"LDLRAP1",1
123,"hsa-miR-122-5p",8382,"LENG8",1
123,"hsa-miR-122-5p",8387,"LEPROT",1
123,"hsa-miR-122-5p",8388,"LEPROTL1",1
123,"hsa-miR-122-5p",8389,"LETM1",1
123,"hsa-miR-122-5p",8433,"LHX6",1
123,"hsa-miR-122-5p",8466,"LIN28B",1
123,"hsa-miR-122-5p",8475,"LINGO2",1
123,"hsa-miR-122-5p",8492,"LITAF",1
123,"hsa-miR-122-5p",8494,"LIX1L",1
123,"hsa-miR-122-5p",8511,"LMLN",1
123,"hsa-miR-122-5p",8524,"LMOD3",1
123,"hsa-miR-122-5p",8555,"LPGAT1",1
123,"hsa-miR-122-5p",8556,"LPIN1",1
123,"hsa-miR-122-5p",8561,"LPP",1
123,"hsa-miR-122-5p",8684,"LRRTM2",1
123,"hsa-miR-122-5p",8700,"LSM2",1
123,"hsa-miR-122-5p",8824,"MAG",1
123,"hsa-miR-122-5p",8861,"MAGI3",1
123,"hsa-miR-122-5p",8887,"MAN2A1",1
123,"hsa-miR-122-5p",8909,"MAP2",1
123,"hsa-miR-122-5p",8911,"MAP2K2",1
123,"hsa-miR-122-5p",8963,"MAPK8IP2",1
123,"hsa-miR-122-5p",8978,"MARCHF2",1
123,"hsa-miR-122-5p",9042,"MBNL3",1
123,"hsa-miR-122-5p",9065,"MCF2L2",1
123,"hsa-miR-122-5p",9106,"MDM1",1
123,"hsa-miR-122-5p",9125,"MED13",1
123,"hsa-miR-122-5p",9142,"MED29",1
123,"hsa-miR-122-5p",9200,"METTL22",1
123,"hsa-miR-122-5p",9252,"MGAT1",1
123,"hsa-miR-122-5p",9255,"MGAT4A",1
123,"hsa-miR-122-5p",9259,"MGAT5",1
123,"hsa-miR-122-5p",9358,"MMACHC",1
123,"hsa-miR-122-5p",9451,"MPHOSPH9",1
123,"hsa-miR-122-5p",9455,"MPLKIP",1
123,"hsa-miR-122-5p",9466,"MPRIP",1
123,"hsa-miR-122-5p",9478,"MRAS",1
123,"hsa-miR-122-5p",9558,"MRPS14",1
123,"hsa-miR-122-5p",9574,"MRPS30",1
123,"hsa-miR-122-5p",9618,"MSI2",1
123,"hsa-miR-122-5p",9675,"MTHFD1L",1
123,"hsa-miR-122-5p",9762,"MYBPC1",1
123,"hsa-miR-122-5p",9776,"MYEF2",1
123,"hsa-miR-122-5p",9809,"MYLK3",1
123,"hsa-miR-122-5p",9846,"MYOM2",1
123,"hsa-miR-122-5p",9853,"MYPN",1
123,"hsa-miR-122-5p",9859,"MYT1",1
123,"hsa-miR-122-5p",9872,"N6AMT1",1
123,"hsa-miR-122-5p",9873,"NAA10",1
123,"hsa-miR-122-5p",9878,"NAA25",1
123,"hsa-miR-122-5p",9879,"NAA30",1
123,"hsa-miR-122-5p",9937,"NAT10",1
123,"hsa-miR-122-5p",9995,"NCKAP1",1
123,"hsa-miR-122-5p",10015,"NCR3LG1",1
123,"hsa-miR-122-5p",10016,"NCS1",1
123,"hsa-miR-122-5p",10038,"NDUFA11",1
123,"hsa-miR-122-5p",10065,"NDUFB5",1
123,"hsa-miR-122-5p",10073,"NDUFS1",1
123,"hsa-miR-122-5p",10128,"NENF",1
123,"hsa-miR-122-5p",10144,"NEUROD2",1
123,"hsa-miR-122-5p",10239,"NKD1",1
123,"hsa-miR-122-5p",10277,"NLRP2B",1
123,"hsa-miR-122-5p",10310,"NMUR1",1
123,"hsa-miR-122-5p",10389,"NPFFR1",1
123,"hsa-miR-122-5p",10437,"NPY4R",1
123,"hsa-miR-122-5p",10469,"NRAS",1
123,"hsa-miR-122-5p",10547,"NTPCR",1
123,"hsa-miR-122-5p",10549,"NTRK2",1
123,"hsa-miR-122-5p",10603,"NUP205",1
123,"hsa-miR-122-5p",10611,"NUP50",1
123,"hsa-miR-122-5p",10622,"NUS1",1
123,"hsa-miR-122-5p",10629,"NUTM2E",1
123,"hsa-miR-122-5p",10635,"NXF1",1
123,"hsa-miR-122-5p",10672,"OCA2",1
123,"hsa-miR-122-5p",10726,"OPA3",1
123,"hsa-miR-122-5p",10838,"OR5B21",1
123,"hsa-miR-122-5p",10866,"ORC1",1
123,"hsa-miR-122-5p",10884,"OSBPL3",1
123,"hsa-miR-122-5p",10929,"OTX1",1
123,"hsa-miR-122-5p",10957,"P2RY1",1
123,"hsa-miR-122-5p",11053,"PAPPA",1
123,"hsa-miR-122-5p",11121,"PBX2",1
123,"hsa-miR-122-5p",11262,"PDE11A",1
123,"hsa-miR-122-5p",11279,"PDE6D",1
123,"hsa-miR-122-5p",11282,"PDE7A",1
123,"hsa-miR-122-5p",11283,"PDE7B",1
123,"hsa-miR-122-5p",11292,"PDGFRA",1
123,"hsa-miR-122-5p",11331,"PDZD11",1
123,"hsa-miR-122-5p",11342,"PEAK1",1
123,"hsa-miR-122-5p",11534,"PIGM",1
123,"hsa-miR-122-5p",11545,"PIGX",1
123,"hsa-miR-122-5p",11554,"PIK3C3",1
123,"hsa-miR-122-5p",11560,"PIK3R1",1
123,"hsa-miR-122-5p",11595,"PITPNC1",1
123,"hsa-miR-122-5p",11604,"PIWIL2",1
123,"hsa-miR-122-5p",11679,"PLCD1",1
123,"hsa-miR-122-5p",11680,"PLCD3",1
123,"hsa-miR-122-5p",11722,"PLEKHH1",1
123,"hsa-miR-122-5p",11730,"PLEKHO1",1
123,"hsa-miR-122-5p",11748,"PLLP",1
123,"hsa-miR-122-5p",11854,"POGK",1
123,"hsa-miR-122-5p",11865,"POLD4",1
123,"hsa-miR-122-5p",11874,"POLH",1
123,"hsa-miR-122-5p",11875,"POLI",1
123,"hsa-miR-122-5p",11881,"POLR1A",1
123,"hsa-miR-122-5p",11958,"POU4F1",1
123,"hsa-miR-122-5p",11987,"PPFIA4",1
123,"hsa-miR-122-5p",12012,"PPIP5K2",1
123,"hsa-miR-122-5p",12077,"PPP2R2B",1
123,"hsa-miR-122-5p",12085,"PPP2R5C",1
123,"hsa-miR-122-5p",12106,"PPT1",1
123,"hsa-miR-122-5p",12160,"PRDM6",1
123,"hsa-miR-122-5p",12190,"PRIM1",1
123,"hsa-miR-122-5p",12232,"PRM2",1
123,"hsa-miR-122-5p",12262,"PROX1",1
123,"hsa-miR-122-5p",12280,"PRPS1",1
123,"hsa-miR-122-5p",12287,"PRR13",1
123,"hsa-miR-122-5p",12376,"PSD4",1
123,"hsa-miR-122-5p",12411,"PSMB9",1
123,"hsa-miR-122-5p",12455,"PTBP2",1
123,"hsa-miR-122-5p",12458,"PTCD2",1
123,"hsa-miR-122-5p",12488,"PTGR2",1
123,"hsa-miR-122-5p",12521,"PTPN3",1
123,"hsa-miR-122-5p",12522,"PTPN4",1
123,"hsa-miR-122-5p",12559,"PUM1",1
123,"hsa-miR-122-5p",12608,"QDPR",1
123,"hsa-miR-122-5p",12670,"RAB39B",1
123,"hsa-miR-122-5p",12673,"RAB3C",1
123,"hsa-miR-122-5p",12713,"RABL2A",1
123,"hsa-miR-122-5p",12724,"RAD18",1
123,"hsa-miR-122-5p",12776,"RANBP6",1
123,"hsa-miR-122-5p",12814,"RASEF",1
123,"hsa-miR-122-5p",12839,"RASSF9",1
123,"hsa-miR-122-5p",12875,"RBM20",1
123,"hsa-miR-122-5p",12920,"RBP5",1
123,"hsa-miR-122-5p",12928,"RC3H1",1
123,"hsa-miR-122-5p",12977,"REG3A",1
123,"hsa-miR-122-5p",13036,"RFWD3",1
123,"hsa-miR-122-5p",13043,"RFX7",1
123,"hsa-miR-122-5p",13187,"RMND5A",1
123,"hsa-miR-122-5p",13202,"RNASEH2B",1
123,"hsa-miR-122-5p",13223,"RNF125",1
123,"hsa-miR-122-5p",13232,"RNF14",1
123,"hsa-miR-122-5p",13331,"RPAP1",1
123,"hsa-miR-122-5p",13345,"RPL10",1
123,"hsa-miR-122-5p",13463,"RPUSD3",1
123,"hsa-miR-122-5p",13469,"RRAGD",1
123,"hsa-miR-122-5p",13475,"RRM1",1
123,"hsa-miR-122-5p",13481,"RRP15",1
123,"hsa-miR-122-5p",13502,"RSPH3",1
123,"hsa-miR-122-5p",13605,"S1PR2",1
123,"hsa-miR-122-5p",13631,"SAMD14",1
123,"hsa-miR-122-5p",13649,"SAP30L",1
123,"hsa-miR-122-5p",13652,"SAR1A",1
123,"hsa-miR-122-5p",13740,"SCN2B",1
123,"hsa-miR-122-5p",13749,"SCNM1",1
123,"hsa-miR-122-5p",13800,"SDR42E1",1
123,"hsa-miR-122-5p",13847,"SELENOM",1
123,"hsa-miR-122-5p",13872,"SEMA5A",1
123,"hsa-miR-122-5p",13874,"SEMA6A",1
123,"hsa-miR-122-5p",13877,"SEMA6D",1
123,"hsa-miR-122-5p",13972,"SETD9",1
123,"hsa-miR-122-5p",14018,"SGCD",1
123,"hsa-miR-122-5p",14028,"SGMS2",1
123,"hsa-miR-122-5p",14119,"SHROOM2",1
123,"hsa-miR-122-5p",14150,"SIM1",1
123,"hsa-miR-122-5p",14153,"SIN3A",1
123,"hsa-miR-122-5p",14156,"SIPA1",1
123,"hsa-miR-122-5p",14172,"SIT1",1
123,"hsa-miR-122-5p",14327,"SLC25A33",1
123,"hsa-miR-122-5p",14328,"SLC25A34",1
123,"hsa-miR-122-5p",14331,"SLC25A37",1
123,"hsa-miR-122-5p",14347,"SLC25A53",1
123,"hsa-miR-122-5p",14371,"SLC29A4",1
123,"hsa-miR-122-5p",14387,"SLC30A10",1
123,"hsa-miR-122-5p",14399,"SLC33A1",1
123,"hsa-miR-122-5p",14414,"SLC35D1",1
123,"hsa-miR-122-5p",14418,"SLC35E2B",1
123,"hsa-miR-122-5p",14421,"SLC35F1",1
123,"hsa-miR-122-5p",14432,"SLC36A1",1
123,"hsa-miR-122-5p",14450,"SLC38A9",1
123,"hsa-miR-122-5p",14469,"SLC41A2",1
123,"hsa-miR-122-5p",14474,"SLC44A1",1
123,"hsa-miR-122-5p",14515,"SLC5A5",1
123,"hsa-miR-122-5p",14566,"SLC9A7",1
123,"hsa-miR-122-5p",14582,"SLCO5A1",1
123,"hsa-miR-122-5p",14621,"SMAD9",1
123,"hsa-miR-122-5p",14634,"SMARCD1",1
123,"hsa-miR-122-5p",14642,"SMC4",1
123,"hsa-miR-122-5p",14667,"SMIM14",1
123,"hsa-miR-122-5p",14671,"SMIM19",1
123,"hsa-miR-122-5p",14747,"SNIP1",1
123,"hsa-miR-122-5p",14792,"SNX2",1
123,"hsa-miR-122-5p",14831,"SORCS1",1
123,"hsa-miR-122-5p",14947,"SPATS1",1
123,"hsa-miR-122-5p",14949,"SPATS2L",1
123,"hsa-miR-122-5p",14969,"SPECC1",1
123,"hsa-miR-122-5p",15023,"SPON2",1
123,"hsa-miR-122-5p",15086,"SRD5A3",1
123,"hsa-miR-122-5p",15105,"SRP54",1
123,"hsa-miR-122-5p",15124,"SRSF1",1
123,"hsa-miR-122-5p",15153,"SSPN",1
123,"hsa-miR-122-5p",15242,"STEAP2",1
123,"hsa-miR-122-5p",15243,"STEAP3",1
123,"hsa-miR-122-5p",15257,"STK17A",1
123,"hsa-miR-122-5p",15295,"STPG3",1
123,"hsa-miR-122-5p",15391,"SUSD1",1
123,"hsa-miR-122-5p",15420,"SYCP1",1
123,"hsa-miR-122-5p",15450,"SYNPO",1
123,"hsa-miR-122-5p",15459,"SYT1",1
123,"hsa-miR-122-5p",15463,"SYT13",1
123,"hsa-miR-122-5p",15465,"SYT15",1
123,"hsa-miR-122-5p",15468,"SYT2",1
123,"hsa-miR-122-5p",15544,"TANGO2",1
123,"hsa-miR-122-5p",15583,"TAT",1
123,"hsa-miR-122-5p",15607,"TBC1D24",1
123,"hsa-miR-122-5p",15657,"TBX18",1
123,"hsa-miR-122-5p",15787,"TESK1",1
123,"hsa-miR-122-5p",15836,"TFCP2L1",1
123,"hsa-miR-122-5p",15838,"TFDP2",1
123,"hsa-miR-122-5p",15862,"TGFBR2",1
123,"hsa-miR-122-5p",15879,"TGS1",1
123,"hsa-miR-122-5p",15910,"THOC5",1
123,"hsa-miR-122-5p",15915,"THRA",1
123,"hsa-miR-122-5p",16015,"TLR6",1
123,"hsa-miR-122-5p",16052,"TMCC1",1
123,"hsa-miR-122-5p",16197,"TMEM225B",1
123,"hsa-miR-122-5p",16322,"TMPRSS12",1
123,"hsa-miR-122-5p",16327,"TMPRSS4",1
123,"hsa-miR-122-5p",16438,"TOMM40",1
123,"hsa-miR-122-5p",16482,"TP63",1
123,"hsa-miR-122-5p",16504,"TPP1",1
123,"hsa-miR-122-5p",16576,"TREML2",1
123,"hsa-miR-122-5p",16613,"TRIM38",1
123,"hsa-miR-122-5p",16639,"TRIM58",1
123,"hsa-miR-122-5p",16694,"TRNP1",1
123,"hsa-miR-122-5p",16711,"TRPM5",1
123,"hsa-miR-122-5p",16767,"TSPAN3",1
123,"hsa-miR-122-5p",16776,"TSPAN9",1
123,"hsa-miR-122-5p",16857,"TTLL7",1
123,"hsa-miR-122-5p",16863,"TTR",1
123,"hsa-miR-122-5p",16865,"TTYH2",1
123,"hsa-miR-122-5p",16867,"TUB",1
123,"hsa-miR-122-5p",16902,"TULP4",1
123,"hsa-miR-122-5p",16952,"TYW5",1
123,"hsa-miR-122-5p",17013,"UBE2V2",1
123,"hsa-miR-122-5p",17014,"UBE2W",1
123,"hsa-miR-122-5p",17061,"UCK2",1
123,"hsa-miR-122-5p",17111,"ULK1",1
123,"hsa-miR-122-5p",17118,"UMPS",1
123,"hsa-miR-122-5p",17127,"UNC50",1
123,"hsa-miR-122-5p",17130,"UNC5C",1
123,"hsa-miR-122-5p",17161,"UQCRB",1
123,"hsa-miR-122-5p",17218,"USP39",1
123,"hsa-miR-122-5p",17245,"UTP14C",1
123,"hsa-miR-122-5p",17307,"VEGFC",1
123,"hsa-miR-122-5p",17356,"VPS33A",1
123,"hsa-miR-122-5p",17360,"VPS36",1
123,"hsa-miR-122-5p",17554,"WNT8B",1
123,"hsa-miR-122-5p",17585,"XCR1",1
123,"hsa-miR-122-5p",17606,"XPO4",1
123,"hsa-miR-122-5p",17614,"XRCC3",1
123,"hsa-miR-122-5p",17695,"ZBTB20",1
123,"hsa-miR-122-5p",17714,"ZBTB45",1
123,"hsa-miR-122-5p",17761,"ZCCHC4",1
123,"hsa-miR-122-5p",17774,"ZDHHC14",1
123,"hsa-miR-122-5p",17785,"ZDHHC24",1
123,"hsa-miR-122-5p",17860,"ZKSCAN1",1
123,"hsa-miR-122-5p",17864,"ZKSCAN5",1
123,"hsa-miR-122-5p",17944,"ZNF215",1
123,"hsa-miR-122-5p",17964,"ZNF24",1
123,"hsa-miR-122-5p",17967,"ZNF250",1
123,"hsa-miR-122-5p",18062,"ZNF417",1
123,"hsa-miR-122-5p",18071,"ZNF43",1
123,"hsa-miR-122-5p",18084,"ZNF444",1
123,"hsa-miR-122-5p",18094,"ZNF467",1
123,"hsa-miR-122-5p",18098,"ZNF471",1
123,"hsa-miR-122-5p",18132,"ZNF519",1
123,"hsa-miR-122-5p",18136,"ZNF526",1
123,"hsa-miR-122-5p",18162,"ZNF560",1
123,"hsa-miR-122-5p",18187,"ZNF584",1
123,"hsa-miR-122-5p",18189,"ZNF585B",1
123,"hsa-miR-122-5p",18250,"ZNF674",1
123,"hsa-miR-122-5p",18369,"ZNF843",1
123,"hsa-miR-122-5p",18399,"ZNRF3",1
123,"hsa-miR-122-5p",18409,"ZRANB1",1
123,"hsa-miR-122-5p",18423,"ZSCAN25",1
123,"hsa-miR-122-5p",47,"ABCB7",0.99999988079071
123,"hsa-miR-122-5p",95,"ABHD8",0.99999988079071
123,"hsa-miR-122-5p",203,"ACTC1",0.99999988079071
