"mid","mname","gid","gname","score"
851,"hsa-miR-3689e",1615,"BRCA1",0.999963998794556
1174,"hsa-miR-450a-1-3p",1615,"BRCA1",0.99996280670166
2600,"hsa-miR-891b",1615,"BRCA1",0.999962210655212
1575,"hsa-miR-5047",1615,"BRCA1",0.999961018562317
1479,"hsa-miR-4789-5p",1615,"BRCA1",0.99996030330658
2055,"hsa-miR-652-3p",1615,"BRCA1",0.99996018409729
1934,"hsa-miR-6075",1615,"BRCA1",0.999959826469421
634,"hsa-miR-3150b-3p",1615,"BRCA1",0.999959707260132
605,"hsa-miR-3129-5p",1615,"BRCA1",0.999958753585815
123,"hsa-miR-122-5p",1615,"BRCA1",0.999956846237183
2527,"hsa-miR-7851-3p",1615,"BRCA1",0.999956846237183
1568,"hsa-miR-5011-5p",1615,"BRCA1",0.999955654144287
2496,"hsa-miR-744-5p",1615,"BRCA1",0.999955296516418
2312,"hsa-miR-6827-5p",1615,"BRCA1",0.999950885772705
2299,"hsa-miR-6821-3p",1615,"BRCA1",0.999949932098389
1201,"hsa-miR-4524b-3p",1615,"BRCA1",0.999948501586914
2484,"hsa-miR-7158-3p",1615,"BRCA1",0.999946475028992
726,"hsa-miR-329-3p",1615,"BRCA1",0.999946236610413
1893,"hsa-miR-582-3p",1615,"BRCA1",0.999944925308228
2089,"hsa-miR-6715b-3p",1615,"BRCA1",0.999942779541016
904,"hsa-miR-381-3p",1615,"BRCA1",0.999941349029541
2392,"hsa-miR-6869-5p",1615,"BRCA1",0.999940633773804
397,"hsa-miR-193b-3p",1615,"BRCA1",0.999937534332275
2574,"hsa-miR-8086",1615,"BRCA1",0.999937176704407
1344,"hsa-miR-4708-3p",1615,"BRCA1",0.999937057495117
1424,"hsa-miR-4756-3p",1615,"BRCA1",0.999937057495117
2631,"hsa-miR-943",1615,"BRCA1",0.999935507774353
481,"hsa-miR-219a-1-3p",1615,"BRCA1",0.999931573867798
1326,"hsa-miR-4696",1615,"BRCA1",0.999931454658508
1821,"hsa-miR-5586-3p",1615,"BRCA1",0.99992847442627
2337,"hsa-miR-6840-3p",1615,"BRCA1",0.999926090240478
15,"hsa-let-7g-5p",1615,"BRCA1",0.999920010566711
2096,"hsa-miR-6720-3p",1615,"BRCA1",0.999919414520264
329,"hsa-miR-154-5p",1615,"BRCA1",0.999918937683106
2088,"hsa-miR-6715a-3p",1615,"BRCA1",0.999918103218079
1981,"hsa-miR-624-5p",1615,"BRCA1",0.999915838241577
2632,"hsa-miR-944",1615,"BRCA1",0.999914288520813
2142,"hsa-miR-6746-5p",1615,"BRCA1",0.999911189079285
860,"hsa-miR-370-3p",1615,"BRCA1",0.999910950660706
1951,"hsa-miR-610",1615,"BRCA1",0.999909400939941
1198,"hsa-miR-4523",1615,"BRCA1",0.999908447265625
357,"hsa-miR-183-5p",1615,"BRCA1",0.999907493591309
916,"hsa-miR-3912-3p",1615,"BRCA1",0.999906778335571
402,"hsa-miR-195-5p",1615,"BRCA1",0.999905228614807
861,"hsa-miR-370-5p",1615,"BRCA1",0.999904036521912
650,"hsa-miR-3159",1615,"BRCA1",0.999900698661804
564,"hsa-miR-3064-5p",1615,"BRCA1",0.999898552894592
52,"hsa-miR-105-3p",1615,"BRCA1",0.999897480010986
1451,"hsa-miR-4772-3p",1615,"BRCA1",0.999889492988586
2502,"hsa-miR-761",1615,"BRCA1",0.999887824058533
1105,"hsa-miR-4449",1615,"BRCA1",0.999887347221374
946,"hsa-miR-3939",1615,"BRCA1",0.999886393547058
1923,"hsa-miR-605-3p",1615,"BRCA1",0.999885082244873
1180,"hsa-miR-4511",1615,"BRCA1",0.999877214431763
1155,"hsa-miR-4496",1615,"BRCA1",0.99987518787384
2232,"hsa-miR-6787-5p",1615,"BRCA1",0.999875068664551
500,"hsa-miR-2278",1615,"BRCA1",0.999872326850891
1470,"hsa-miR-4783-5p",1615,"BRCA1",0.999870777130127
469,"hsa-miR-214-5p",1615,"BRCA1",0.999866127967834
1542,"hsa-miR-5000-5p",1615,"BRCA1",0.999865770339966
1365,"hsa-miR-4720-3p",1615,"BRCA1",0.999861359596252
309,"hsa-miR-148a-3p",1615,"BRCA1",0.999859690666199
1914,"hsa-miR-597-5p",1615,"BRCA1",0.999858140945435
1608,"hsa-miR-513c-5p",1615,"BRCA1",0.999850630760193
1652,"hsa-miR-519a-3p",1615,"BRCA1",0.999847531318665
843,"hsa-miR-3688-3p",1615,"BRCA1",0.999846816062927
20,"hsa-miR-100-3p",1615,"BRCA1",0.999844193458557
1041,"hsa-miR-431-5p",1615,"BRCA1",0.999842643737793
1935,"hsa-miR-6076",1615,"BRCA1",0.999841451644898
1589,"hsa-miR-509-3p",1615,"BRCA1",0.99983274936676
2025,"hsa-miR-6504-3p",1615,"BRCA1",0.999830842018127
852,"hsa-miR-3689f",1615,"BRCA1",0.999829292297363
1862,"hsa-miR-5698",1615,"BRCA1",0.99982762336731
491,"hsa-miR-222-5p",1615,"BRCA1",0.999826729297638
179,"hsa-miR-126-3p",1615,"BRCA1",0.999826490879059
10,"hsa-let-7e-5p",1615,"BRCA1",0.999826014041901
1814,"hsa-miR-5582-5p",1615,"BRCA1",0.999823272228241
177,"hsa-miR-125b-2-3p",1615,"BRCA1",0.999821960926056
582,"hsa-miR-31-3p",1615,"BRCA1",0.999820053577423
1828,"hsa-miR-5589-5p",1615,"BRCA1",0.999813497066498
1822,"hsa-miR-5586-5p",1615,"BRCA1",0.999811828136444
1587,"hsa-miR-5089-5p",1615,"BRCA1",0.999810039997101
1915,"hsa-miR-598-3p",1615,"BRCA1",0.999808728694916
1396,"hsa-miR-4738-5p",1615,"BRCA1",0.999808371067047
2113,"hsa-miR-6731-5p",1615,"BRCA1",0.99980765581131
1606,"hsa-miR-513b-5p",1615,"BRCA1",0.999805629253388
535,"hsa-miR-297",1615,"BRCA1",0.999800741672516
1190,"hsa-miR-451b",1615,"BRCA1",0.999800264835358
578,"hsa-miR-30d-3p",1615,"BRCA1",0.99979692697525
527,"hsa-miR-27b-3p",1615,"BRCA1",0.999793112277985
2604,"hsa-miR-892c-5p",1615,"BRCA1",0.999787151813507
684,"hsa-miR-3186-5p",1615,"BRCA1",0.999784171581268
2529,"hsa-miR-7853-5p",1615,"BRCA1",0.999784171581268
1569,"hsa-miR-502-3p",1615,"BRCA1",0.999780118465424
2224,"hsa-miR-6783-5p",1615,"BRCA1",0.99977833032608
1524,"hsa-miR-493-3p",1615,"BRCA1",0.999775588512421
1987,"hsa-miR-628-3p",1615,"BRCA1",0.999771654605866
1798,"hsa-miR-554",1615,"BRCA1",0.999768674373627
348,"hsa-miR-181c-3p",1615,"BRCA1",0.999765336513519
1588,"hsa-miR-509-3-5p",1615,"BRCA1",0.999758422374725
393,"hsa-miR-192-3p",1615,"BRCA1",0.999754726886749
341,"hsa-miR-17-5p",1615,"BRCA1",0.99974912405014
405,"hsa-miR-196a-5p",1615,"BRCA1",0.999742448329926
877,"hsa-miR-374c-5p",1615,"BRCA1",0.9997119307518
118,"hsa-miR-12132",1615,"BRCA1",0.999711573123932
1287,"hsa-miR-4670-3p",1615,"BRCA1",0.999695777893066
2340,"hsa-miR-6841-5p",1615,"BRCA1",0.999688386917114
1473,"hsa-miR-4786-3p",1615,"BRCA1",0.999679803848267
2513,"hsa-miR-7702",1615,"BRCA1",0.999675750732422
1459,"hsa-miR-4777-3p",1615,"BRCA1",0.999670743942261
256,"hsa-miR-130b-3p",1615,"BRCA1",0.999670267105102
21,"hsa-miR-100-5p",1615,"BRCA1",0.999651432037354
115,"hsa-miR-12129",1615,"BRCA1",0.999648928642273
819,"hsa-miR-367-3p",1615,"BRCA1",0.999645352363586
1488,"hsa-miR-4796-3p",1615,"BRCA1",0.999643683433533
387,"hsa-miR-1912-5p",1615,"BRCA1",0.999635696411133
2286,"hsa-miR-6814-5p",1615,"BRCA1",0.999625205993652
1231,"hsa-miR-4637",1615,"BRCA1",0.999622583389282
1432,"hsa-miR-4760-5p",1615,"BRCA1",0.999616861343384
1340,"hsa-miR-4705",1615,"BRCA1",0.999612629413605
1501,"hsa-miR-4803",1615,"BRCA1",0.999608337879181
152,"hsa-miR-1245a",1615,"BRCA1",0.999591767787933
2162,"hsa-miR-6755-5p",1615,"BRCA1",0.999586760997772
1452,"hsa-miR-4772-5p",1615,"BRCA1",0.99958461523056
2617,"hsa-miR-93-5p",1615,"BRCA1",0.999583780765533
2414,"hsa-miR-6880-5p",1615,"BRCA1",0.999575316905975
2555,"hsa-miR-8067",1615,"BRCA1",0.999569356441498
1697,"hsa-miR-542-3p",1615,"BRCA1",0.999562680721283
195,"hsa-miR-127-3p",1615,"BRCA1",0.999560058116913
2400,"hsa-miR-6873-5p",1615,"BRCA1",0.999558746814728
1455,"hsa-miR-4774-5p",1615,"BRCA1",0.999557316303253
449,"hsa-miR-20b-3p",1615,"BRCA1",0.999553501605988
386,"hsa-miR-1912-3p",1615,"BRCA1",0.999540328979492
1159,"hsa-miR-449a",1615,"BRCA1",0.999521255493164
1229,"hsa-miR-4635",1615,"BRCA1",0.999518632888794
1836,"hsa-miR-562",1615,"BRCA1",0.999513268470764
1306,"hsa-miR-4684-3p",1615,"BRCA1",0.999505996704102
1574,"hsa-miR-504-5p",1615,"BRCA1",0.999499201774597
1517,"hsa-miR-489-3p",1615,"BRCA1",0.999484300613403
647,"hsa-miR-3157-5p",1615,"BRCA1",0.999479591846466
1128,"hsa-miR-4474-3p",1615,"BRCA1",0.999469101428986
1885,"hsa-miR-577",1615,"BRCA1",0.999451696872711
2061,"hsa-miR-654-3p",1615,"BRCA1",0.99944931268692
480,"hsa-miR-218-5p",1615,"BRCA1",0.999449193477631
1540,"hsa-miR-499b-5p",1615,"BRCA1",0.999445378780365
1392,"hsa-miR-4735-5p",1615,"BRCA1",0.999431312084198
2231,"hsa-miR-6787-3p",1615,"BRCA1",0.999424338340759
2349,"hsa-miR-6847-3p",1615,"BRCA1",0.999411821365356
1299,"hsa-miR-4678",1615,"BRCA1",0.999408721923828
1378,"hsa-miR-4727-3p",1615,"BRCA1",0.999407887458801
2558,"hsa-miR-8070",1615,"BRCA1",0.999406814575195
395,"hsa-miR-193a-3p",1615,"BRCA1",0.999384880065918
581,"hsa-miR-30e-5p",1615,"BRCA1",0.999380230903626
1422,"hsa-miR-4755-3p",1615,"BRCA1",0.999379277229309
977,"hsa-miR-424-5p",1615,"BRCA1",0.999377310276032
876,"hsa-miR-374c-3p",1615,"BRCA1",0.999373853206634
885,"hsa-miR-376c-3p",1615,"BRCA1",0.999367535114288
571,"hsa-miR-30a-3p",1615,"BRCA1",0.99936717748642
572,"hsa-miR-30a-5p",1615,"BRCA1",0.999365627765656
2223,"hsa-miR-6783-3p",1615,"BRCA1",0.999357998371124
2616,"hsa-miR-93-3p",1615,"BRCA1",0.999341785907745
1799,"hsa-miR-555",1615,"BRCA1",0.999338328838348
2602,"hsa-miR-892b",1615,"BRCA1",0.999321460723877
1480,"hsa-miR-4790-3p",1615,"BRCA1",0.999309778213501
1869,"hsa-miR-5702",1615,"BRCA1",0.999297499656677
1645,"hsa-miR-5195-3p",1615,"BRCA1",0.999289989471436
1491,"hsa-miR-4797-5p",1615,"BRCA1",0.999288141727448
1518,"hsa-miR-489-5p",1615,"BRCA1",0.999267756938934
1874,"hsa-miR-5707",1615,"BRCA1",0.999253571033478
2166,"hsa-miR-6757-5p",1615,"BRCA1",0.999253213405609
137,"hsa-miR-122b-5p",1615,"BRCA1",0.999237775802612
461,"hsa-miR-2115-3p",1615,"BRCA1",0.999237656593323
448,"hsa-miR-20a-5p",1615,"BRCA1",0.999234557151794
460,"hsa-miR-2114-5p",1615,"BRCA1",0.999202311038971
2390,"hsa-miR-6868-5p",1615,"BRCA1",0.999191462993622
966,"hsa-miR-410-3p",1615,"BRCA1",0.999154925346374
1857,"hsa-miR-5693",1615,"BRCA1",0.999123394489288
2545,"hsa-miR-8057",1615,"BRCA1",0.99912041425705
1702,"hsa-miR-545-3p",1615,"BRCA1",0.999096512794495
1466,"hsa-miR-4781-5p",1615,"BRCA1",0.999092102050781
2013,"hsa-miR-649",1615,"BRCA1",0.999089121818542
1786,"hsa-miR-549a-5p",1615,"BRCA1",0.999064862728119
2015,"hsa-miR-6499-5p",1615,"BRCA1",0.999062597751617
2090,"hsa-miR-6715b-5p",1615,"BRCA1",0.999054968357086
2066,"hsa-miR-656-5p",1615,"BRCA1",0.999043047428131
2464,"hsa-miR-7112-5p",1615,"BRCA1",0.999014854431152
1992,"hsa-miR-631",1615,"BRCA1",0.99900609254837
510,"hsa-miR-24-2-5p",1615,"BRCA1",0.999004542827606
836,"hsa-miR-3681-5p",1615,"BRCA1",0.999004185199738
1181,"hsa-miR-4512",1615,"BRCA1",0.999000370502472
822,"hsa-miR-3671",1615,"BRCA1",0.998989284038544
2552,"hsa-miR-8064",1615,"BRCA1",0.998967409133911
1292,"hsa-miR-4673",1615,"BRCA1",0.998948514461517
2099,"hsa-miR-6722-3p",1615,"BRCA1",0.998936116695404
2528,"hsa-miR-7852-3p",1615,"BRCA1",0.998926222324371
1478,"hsa-miR-4789-3p",1615,"BRCA1",0.998913645744324
933,"hsa-miR-3925-5p",1615,"BRCA1",0.998904228210449
1510,"hsa-miR-486-5p",1615,"BRCA1",0.998877942562103
2653,"hsa-miR-99a-5p",1615,"BRCA1",0.998850345611572
2489,"hsa-miR-7160-5p",1615,"BRCA1",0.998775541782379
2550,"hsa-miR-8062",1615,"BRCA1",0.998756408691406
900,"hsa-miR-379-3p",1615,"BRCA1",0.998722970485687
246,"hsa-miR-1303",1615,"BRCA1",0.998712420463562
2360,"hsa-miR-6852-5p",1615,"BRCA1",0.998659610748291
62,"hsa-miR-106b-3p",1615,"BRCA1",0.998650133609772
1385,"hsa-miR-4731-5p",1615,"BRCA1",0.998615741729736
2597,"hsa-miR-890",1615,"BRCA1",0.998599946498871
1806,"hsa-miR-5579-3p",1615,"BRCA1",0.998556554317474
1906,"hsa-miR-590-5p",1615,"BRCA1",0.998555600643158
1593,"hsa-miR-5092",1615,"BRCA1",0.99855238199234
1436,"hsa-miR-4762-5p",1615,"BRCA1",0.998547375202179
1338,"hsa-miR-4704-3p",1615,"BRCA1",0.998538613319397
1315,"hsa-miR-4690-3p",1615,"BRCA1",0.998533725738525
423,"hsa-miR-200a-3p",1615,"BRCA1",0.998520195484161
1127,"hsa-miR-4473",1615,"BRCA1",0.998519718647003
2049,"hsa-miR-6514-3p",1615,"BRCA1",0.998517096042633
1746,"hsa-miR-548b-3p",1615,"BRCA1",0.998504042625427
863,"hsa-miR-3714",1615,"BRCA1",0.998494744300842
1695,"hsa-miR-541-3p",1615,"BRCA1",0.998493671417236
737,"hsa-miR-338-5p",1615,"BRCA1",0.99847811460495
976,"hsa-miR-424-3p",1615,"BRCA1",0.998465061187744
1975,"hsa-miR-619-5p",1615,"BRCA1",0.998462796211243
1211,"hsa-miR-4533",1615,"BRCA1",0.998462557792664
479,"hsa-miR-218-2-3p",1615,"BRCA1",0.998444497585297
2022,"hsa-miR-6502-5p",1615,"BRCA1",0.998422622680664
1598,"hsa-miR-5100",1615,"BRCA1",0.998400866985321
379,"hsa-miR-190b-5p",1615,"BRCA1",0.998400747776032
580,"hsa-miR-30e-3p",1615,"BRCA1",0.998365700244904
1757,"hsa-miR-548e-5p",1615,"BRCA1",0.99833869934082
477,"hsa-miR-217-5p",1615,"BRCA1",0.998328626155853
873,"hsa-miR-374a-5p",1615,"BRCA1",0.998325645923614
696,"hsa-miR-3193",1615,"BRCA1",0.998216211795807
2576,"hsa-miR-8088",1615,"BRCA1",0.998156726360321
153,"hsa-miR-1245b-3p",1615,"BRCA1",0.998148560523987
317,"hsa-miR-151a-3p",1615,"BRCA1",0.998135328292847
1752,"hsa-miR-548c-3p",1615,"BRCA1",0.998042225837708
907,"hsa-miR-382-5p",1615,"BRCA1",0.998023509979248
2622,"hsa-miR-937-3p",1615,"BRCA1",0.998000085353851
482,"hsa-miR-219a-2-3p",1615,"BRCA1",0.997975528240204
17,"hsa-let-7i-5p",1615,"BRCA1",0.99796849489212
1841,"hsa-miR-5680",1615,"BRCA1",0.997967422008514
919,"hsa-miR-3913-5p",1615,"BRCA1",0.997952818870544
683,"hsa-miR-3186-3p",1615,"BRCA1",0.997900485992432
2304,"hsa-miR-6823-5p",1615,"BRCA1",0.997874736785889
2482,"hsa-miR-7157-3p",1615,"BRCA1",0.997848153114319
1848,"hsa-miR-5687",1615,"BRCA1",0.997837007045746
1820,"hsa-miR-5585-5p",1615,"BRCA1",0.997830927371979
2037,"hsa-miR-651-3p",1615,"BRCA1",0.997817635536194
1921,"hsa-miR-603",1615,"BRCA1",0.997765898704529
745,"hsa-miR-340-5p",1615,"BRCA1",0.997763276100159
1133,"hsa-miR-4477b",1615,"BRCA1",0.997755467891693
1367,"hsa-miR-4721",1615,"BRCA1",0.997744083404541
1545,"hsa-miR-5002-3p",1615,"BRCA1",0.997731149196625
2408,"hsa-miR-6877-5p",1615,"BRCA1",0.997724831104279
912,"hsa-miR-3908",1615,"BRCA1",0.997713565826416
1347,"hsa-miR-4709-5p",1615,"BRCA1",0.997709274291992
834,"hsa-miR-3680-5p",1615,"BRCA1",0.997704207897186
2438,"hsa-miR-6892-5p",1615,"BRCA1",0.9976806640625
2330,"hsa-miR-6836-5p",1615,"BRCA1",0.997679769992828
2033,"hsa-miR-6508-3p",1615,"BRCA1",0.997569024562836
881,"hsa-miR-376a-3p",1615,"BRCA1",0.997557997703552
1361,"hsa-miR-4717-3p",1615,"BRCA1",0.997542142868042
1222,"hsa-miR-455-3p",1615,"BRCA1",0.997521817684174
1235,"hsa-miR-4639-5p",1615,"BRCA1",0.997451841831207
490,"hsa-miR-222-3p",1615,"BRCA1",0.997393488883972
1905,"hsa-miR-590-3p",1615,"BRCA1",0.997330546379089
1714,"hsa-miR-548ah-3p",1615,"BRCA1",0.997281074523926
1077,"hsa-miR-4428",1615,"BRCA1",0.997259020805359
1493,"hsa-miR-4798-5p",1615,"BRCA1",0.99724954366684
1485,"hsa-miR-4794",1615,"BRCA1",0.997184574604034
498,"hsa-miR-2277-3p",1615,"BRCA1",0.997178435325623
